"Popolazione residente per età e sesso al 1° gennaio 2025 (dati provvisori)"
"Codice regione";"Regione";"Età";"Totale maschi";"Totale femmine";"Totale"
"04";"Trentino-Alto Adige/Südtirol";4;4853;4552;9405
"04";"Trentino-Alto Adige/Südtirol";5;5101;4657;9758
"04";"Trentino-Alto Adige/Südtirol";6;5101;4802;9903
"04";"Trentino-Alto Adige/Südtirol";7;5269;4958;10227
"04";"Trentino-Alto Adige/Südtirol";8;5351;5125;10476
"04";"Trentino-Alto Adige/Südtirol";9;5410;5135;10545
"04";"Trentino-Alto Adige/Südtirol";10;5537;5256;10793
"04";"Trentino-Alto Adige/Südtirol";11;5627;5176;10803
"04";"Trentino-Alto Adige/Südtirol";12;5744;5361;11105
"04";"Trentino-Alto Adige/Südtirol";13;5691;5453;11144
"04";"Trentino-Alto Adige/Südtirol";14;5853;5429;11282
"04";"Trentino-Alto Adige/Südtirol";15;5856;5444;11300
"04";"Trentino-Alto Adige/Südtirol";16;5952;5607;11559
"04";"Trentino-Alto Adige/Südtirol";17;5933;5450;11383
"04";"Trentino-Alto Adige/Südtirol";18;5960;5538;11498
"04";"Trentino-Alto Adige/Südtirol";19;6212;5551;11763
"04";"Trentino-Alto Adige/Südtirol";20;6235;5711;11946
"04";"Trentino-Alto Adige/Südtirol";21;6097;5592;11689
"04";"Trentino-Alto Adige/Südtirol";22;6044;5528;11572
"04";"Trentino-Alto Adige/Südtirol";23;6320;5681;12001
"04";"Trentino-Alto Adige/Südtirol";24;6371;5941;12312
"04";"Trentino-Alto Adige/Südtirol";25;6372;5854;12226
"04";"Trentino-Alto Adige/Südtirol";26;6473;5977;12450
"04";"Trentino-Alto Adige/Südtirol";27;6534;5828;12362
"04";"Trentino-Alto Adige/Südtirol";28;6471;5867;12338
"04";"Trentino-Alto Adige/Südtirol";29;6304;5691;11995
"04";"Trentino-Alto Adige/Südtirol";30;6348;5825;12173
"04";"Trentino-Alto Adige/Südtirol";31;6336;5870;12206
"04";"Trentino-Alto Adige/Südtirol";32;6561;6034;12595
"04";"Trentino-Alto Adige/Südtirol";33;6534;6059;12593
"04";"Trentino-Alto Adige/Südtirol";34;6615;6032;12647
"04";"Trentino-Alto Adige/Südtirol";35;6397;6092;12489
"04";"Trentino-Alto Adige/Südtirol";36;6466;6178;12644
"04";"Trentino-Alto Adige/Südtirol";37;6238;6042;12280
"04";"Trentino-Alto Adige/Südtirol";38;6296;6003;12299
"04";"Trentino-Alto Adige/Südtirol";39;6388;6191;12579
"04";"Trentino-Alto Adige/Südtirol";40;6417;6162;12579
"04";"Trentino-Alto Adige/Südtirol";41;6507;6413;12920
"04";"Trentino-Alto Adige/Südtirol";42;6700;6643;13343
"04";"Trentino-Alto Adige/Südtirol";43;6671;6553;13224
"04";"Trentino-Alto Adige/Südtirol";44;6748;6707;13455
"04";"Trentino-Alto Adige/Südtirol";45;6553;6803;13356
"04";"Trentino-Alto Adige/Südtirol";46;7018;7133;14151
"04";"Trentino-Alto Adige/Südtirol";47;7079;7153;14232
"04";"Trentino-Alto Adige/Südtirol";48;7234;7545;14779
"04";"Trentino-Alto Adige/Südtirol";49;7648;7894;15542
"04";"Trentino-Alto Adige/Südtirol";50;8201;8174;16375
"04";"Trentino-Alto Adige/Südtirol";51;8041;8314;16355
"04";"Trentino-Alto Adige/Südtirol";52;8237;8360;16597
"04";"Trentino-Alto Adige/Südtirol";53;8490;8649;17139
"04";"Trentino-Alto Adige/Südtirol";54;8257;8456;16713
"04";"Trentino-Alto Adige/Südtirol";55;8927;8715;17642
"04";"Trentino-Alto Adige/Südtirol";56;8697;8663;17360
"04";"Trentino-Alto Adige/Südtirol";57;8536;8756;17292
"04";"Trentino-Alto Adige/Südtirol";58;8737;8773;17510
"04";"Trentino-Alto Adige/Südtirol";59;8940;8701;17641
"04";"Trentino-Alto Adige/Südtirol";60;8760;8747;17507
"04";"Trentino-Alto Adige/Südtirol";61;8211;8243;16454
"04";"Trentino-Alto Adige/Südtirol";62;7641;7885;15526
"04";"Trentino-Alto Adige/Südtirol";63;7485;7826;15311
"04";"Trentino-Alto Adige/Südtirol";64;7292;7375;14667
"04";"Trentino-Alto Adige/Südtirol";65;7029;7082;14111
"04";"Trentino-Alto Adige/Südtirol";66;6408;6712;13120
"04";"Trentino-Alto Adige/Südtirol";67;6127;6710;12837
"04";"Trentino-Alto Adige/Südtirol";68;6074;6305;12379
"04";"Trentino-Alto Adige/Südtirol";69;5757;6040;11797
"04";"Trentino-Alto Adige/Südtirol";70;5483;5793;11276
"04";"Trentino-Alto Adige/Südtirol";71;5278;5696;10974
"04";"Trentino-Alto Adige/Südtirol";72;5110;5608;10718
"04";"Trentino-Alto Adige/Südtirol";73;4978;5324;10302
"04";"Trentino-Alto Adige/Südtirol";74;4961;5543;10504
"04";"Trentino-Alto Adige/Südtirol";75;4781;5202;9983
"04";"Trentino-Alto Adige/Südtirol";76;4790;5316;10106
"04";"Trentino-Alto Adige/Südtirol";77;4444;5269;9713
"04";"Trentino-Alto Adige/Südtirol";78;4591;5645;10236
"04";"Trentino-Alto Adige/Südtirol";79;3232;3909;7141
"04";"Trentino-Alto Adige/Südtirol";80;3574;4511;8085
"04";"Trentino-Alto Adige/Südtirol";81;3631;4625;8256
"04";"Trentino-Alto Adige/Südtirol";82;3451;4493;7944
"04";"Trentino-Alto Adige/Südtirol";83;3268;4389;7657
"04";"Trentino-Alto Adige/Südtirol";84;2883;4136;7019
"04";"Trentino-Alto Adige/Südtirol";85;2695;3898;6593
"04";"Trentino-Alto Adige/Südtirol";86;2296;3446;5742
"04";"Trentino-Alto Adige/Südtirol";87;1918;3012;4930
"04";"Trentino-Alto Adige/Südtirol";88;1562;2655;4217
"04";"Trentino-Alto Adige/Südtirol";89;1316;2419;3735
"04";"Trentino-Alto Adige/Südtirol";90;1092;2174;3266
"04";"Trentino-Alto Adige/Südtirol";91;891;1854;2745
"04";"Trentino-Alto Adige/Südtirol";92;740;1555;2295
"04";"Trentino-Alto Adige/Südtirol";93;560;1318;1878
"04";"Trentino-Alto Adige/Südtirol";94;435;1130;1565
"04";"Trentino-Alto Adige/Südtirol";95;275;838;1113
"04";"Trentino-Alto Adige/Südtirol";96;207;615;822
"04";"Trentino-Alto Adige/Südtirol";97;132;435;567
"04";"Trentino-Alto Adige/Südtirol";98;64;310;374
"04";"Trentino-Alto Adige/Südtirol";99;47;216;263
"04";"Trentino-Alto Adige/Südtirol";100;70;374;444
"04";"Trentino-Alto Adige/Südtirol";999;538389;547706;1086095
"10";"Umbria";0;2467;2322;4789
"10";"Umbria";1;2467;2347;4814
"10";"Umbria";2;2569;2443;5012
"10";"Umbria";3;2752;2654;5406
"10";"Umbria";4;2815;2626;5441
"10";"Umbria";5;2928;2855;5783
"10";"Umbria";6;3121;2865;5986
"10";"Umbria";7;3234;3022;6256
"10";"Umbria";8;3388;3228;6616
"10";"Umbria";9;3407;3213;6620
"10";"Umbria";10;3634;3451;7085
"10";"Umbria";11;3773;3534;7307
"10";"Umbria";12;3856;3797;7653
"10";"Umbria";13;3939;3758;7697
"10";"Umbria";14;4082;3838;7920
"10";"Umbria";15;4145;3782;7927
"10";"Umbria";16;4203;4086;8289
"10";"Umbria";17;4326;4001;8327
"10";"Umbria";18;4300;3953;8253
"10";"Umbria";19;4292;3938;8230
"10";"Umbria";20;4216;3922;8138
"10";"Umbria";21;4326;3759;8085
"10";"Umbria";22;4182;3902;8084
"10";"Umbria";23;4279;3858;8137
"10";"Umbria";24;4283;3971;8254
"10";"Umbria";25;4496;3756;8252
"10";"Umbria";26;4454;3841;8295
"10";"Umbria";27;4353;3858;8211
"10";"Umbria";28;4351;3820;8171
"10";"Umbria";29;4293;3866;8159
"10";"Umbria";30;4202;3861;8063
"10";"Umbria";31;4395;4013;8408
"10";"Umbria";32;4534;4173;8707
"10";"Umbria";33;4452;4140;8592
"10";"Umbria";34;4503;4332;8835
"10";"Umbria";35;4575;4399;8974
"10";"Umbria";36;4710;4668;9378
"10";"Umbria";37;4562;4482;9044
"10";"Umbria";38;4528;4670;9198
"10";"Umbria";39;4711;4859;9570
"10";"Umbria";40;4772;4861;9633
"10";"Umbria";41;5186;5251;10437
"10";"Umbria";42;5125;5134;10259
"10";"Umbria";43;5151;5353;10504
"10";"Umbria";44;5294;5329;10623
"10";"Umbria";45;5523;5547;11070
"10";"Umbria";46;5663;5976;11639
"10";"Umbria";47;5991;6139;12130
"10";"Umbria";48;6171;6348;12519
"10";"Umbria";49;6326;6685;13011
"10";"Umbria";50;6672;7016;13688
"10";"Umbria";51;6653;6862;13515
"10";"Umbria";52;6449;6903;13352
"10";"Umbria";53;6595;7049;13644
"10";"Umbria";54;6585;6805;13390
"10";"Umbria";55;6649;7081;13730
"10";"Umbria";56;6547;7178;13725
"10";"Umbria";57;6499;7028;13527
"10";"Umbria";58;6589;6985;13574
"10";"Umbria";59;6843;7209;14052
"10";"Umbria";60;6856;7255;14111
"10";"Umbria";61;6188;6922;13110
"10";"Umbria";62;6123;6704;12827
"10";"Umbria";63;6154;6523;12677
"10";"Umbria";64;5993;6518;12511
"10";"Umbria";65;5719;6171;11890
"10";"Umbria";66;5376;5807;11183
"10";"Umbria";67;5205;5680;10885
"10";"Umbria";68;5287;5775;11062
"10";"Umbria";69;5103;5630;10733
"10";"Umbria";70;4875;5596;10471
"10";"Umbria";71;4783;5384;10167
"10";"Umbria";72;4485;5106;9591
"10";"Umbria";73;4652;5293;9945
"10";"Umbria";74;4655;5289;9944
"10";"Umbria";75;4775;5438;10213
"10";"Umbria";76;5026;5698;10724
"10";"Umbria";77;4579;5267;9846
"10";"Umbria";78;4217;5092;9309
"10";"Umbria";79;3307;4038;7345
"10";"Umbria";80;3302;4256;7558
"10";"Umbria";81;3430;4344;7774
"10";"Umbria";82;2974;3883;6857
"10";"Umbria";83;2932;3839;6771
"10";"Umbria";84;3045;4105;7150
"10";"Umbria";85;2677;4001;6678
"10";"Umbria";86;2603;3771;6374
"10";"Umbria";87;1992;3271;5263
"10";"Umbria";88;1678;2824;4502
"10";"Umbria";89;1493;2577;4070
"10";"Umbria";90;1274;2327;3601
"10";"Umbria";91;1026;1940;2966
"10";"Umbria";92;736;1610;2346
"10";"Umbria";93;624;1406;2030
"10";"Umbria";94;484;1190;1674
"10";"Umbria";95;304;860;1164
"10";"Umbria";96;205;633;838
"10";"Umbria";97;150;497;647
"10";"Umbria";98;91;342;433
"10";"Umbria";99;47;264;311
"10";"Umbria";100;80;335;415
"10";"Umbria";999;413891;438063;851954
"02";"Valle d'Aosta/Vallée d'Aoste";0;312;335;647
"02";"Valle d'Aosta/Vallée d'Aoste";1;370;358;728
"02";"Valle d'Aosta/Vallée d'Aoste";2;415;380;795
"02";"Valle d'Aosta/Vallée d'Aoste";3;410;364;774
"02";"Valle d'Aosta/Vallée d'Aoste";4;389;406;795
"02";"Valle d'Aosta/Vallée d'Aoste";5;416;410;826
"02";"Valle d'Aosta/Vallée d'Aoste";6;497;409;906
"02";"Valle d'Aosta/Vallée d'Aoste";7;484;417;901
"02";"Valle d'Aosta/Vallée d'Aoste";8;514;441;955
"02";"Valle d'Aosta/Vallée d'Aoste";9;503;479;982
"02";"Valle d'Aosta/Vallée d'Aoste";10;564;496;1060
"02";"Valle d'Aosta/Vallée d'Aoste";11;519;520;1039
"02";"Valle d'Aosta/Vallée d'Aoste";12;590;563;1153
"02";"Valle d'Aosta/Vallée d'Aoste";13;635;583;1218
"02";"Valle d'Aosta/Vallée d'Aoste";14;593;582;1175
"02";"Valle d'Aosta/Vallée d'Aoste";15;652;582;1234
"02";"Valle d'Aosta/Vallée d'Aoste";16;633;601;1234
"02";"Valle d'Aosta/Vallée d'Aoste";17;661;585;1246
"02";"Valle d'Aosta/Vallée d'Aoste";18;671;602;1273
"02";"Valle d'Aosta/Vallée d'Aoste";19;610;574;1184
"02";"Valle d'Aosta/Vallée d'Aoste";20;614;603;1217
"02";"Valle d'Aosta/Vallée d'Aoste";21;636;620;1256
"02";"Valle d'Aosta/Vallée d'Aoste";22;627;556;1183
"02";"Valle d'Aosta/Vallée d'Aoste";23;663;589;1252
"02";"Valle d'Aosta/Vallée d'Aoste";24;673;622;1295
"02";"Valle d'Aosta/Vallée d'Aoste";25;649;586;1235
"02";"Valle d'Aosta/Vallée d'Aoste";26;653;597;1250
"02";"Valle d'Aosta/Vallée d'Aoste";27;621;559;1180
"02";"Valle d'Aosta/Vallée d'Aoste";28;662;589;1251
"02";"Valle d'Aosta/Vallée d'Aoste";29;639;578;1217
"02";"Valle d'Aosta/Vallée d'Aoste";30;604;560;1164
"02";"Valle d'Aosta/Vallée d'Aoste";31;626;585;1211
"02";"Valle d'Aosta/Vallée d'Aoste";32;676;625;1301
"02";"Valle d'Aosta/Vallée d'Aoste";33;630;575;1205
"02";"Valle d'Aosta/Vallée d'Aoste";34;608;663;1271
"02";"Valle d'Aosta/Vallée d'Aoste";35;667;593;1260
"02";"Valle d'Aosta/Vallée d'Aoste";36;682;637;1319
"02";"Valle d'Aosta/Vallée d'Aoste";37;636;648;1284
"02";"Valle d'Aosta/Vallée d'Aoste";38;622;666;1288
"02";"Valle d'Aosta/Vallée d'Aoste";39;636;649;1285
"02";"Valle d'Aosta/Vallée d'Aoste";40;677;658;1335
"02";"Valle d'Aosta/Vallée d'Aoste";41;731;690;1421
"02";"Valle d'Aosta/Vallée d'Aoste";42;696;721;1417
"02";"Valle d'Aosta/Vallée d'Aoste";43;680;677;1357
"02";"Valle d'Aosta/Vallée d'Aoste";44;768;704;1472
"02";"Valle d'Aosta/Vallée d'Aoste";45;732;723;1455
"02";"Valle d'Aosta/Vallée d'Aoste";46;882;842;1724
"02";"Valle d'Aosta/Vallée d'Aoste";47;854;826;1680
"02";"Valle d'Aosta/Vallée d'Aoste";48;865;920;1785
"02";"Valle d'Aosta/Vallée d'Aoste";49;895;960;1855
"02";"Valle d'Aosta/Vallée d'Aoste";50;974;981;1955
"02";"Valle d'Aosta/Vallée d'Aoste";51;992;1005;1997
"02";"Valle d'Aosta/Vallée d'Aoste";52;996;1030;2026
"02";"Valle d'Aosta/Vallée d'Aoste";53;991;1078;2069
"02";"Valle d'Aosta/Vallée d'Aoste";54;991;1051;2042
"02";"Valle d'Aosta/Vallée d'Aoste";55;1066;1111;2177
"02";"Valle d'Aosta/Vallée d'Aoste";56;1031;1071;2102
"02";"Valle d'Aosta/Vallée d'Aoste";57;1036;1091;2127
"02";"Valle d'Aosta/Vallée d'Aoste";58;1089;1087;2176
"02";"Valle d'Aosta/Vallée d'Aoste";59;1023;1049;2072
"02";"Valle d'Aosta/Vallée d'Aoste";60;1144;1108;2252
"02";"Valle d'Aosta/Vallée d'Aoste";61;1034;989;2023
"02";"Valle d'Aosta/Vallée d'Aoste";62;901;960;1861
"02";"Valle d'Aosta/Vallée d'Aoste";63;962;924;1886
"02";"Valle d'Aosta/Vallée d'Aoste";64;825;888;1713
"02";"Valle d'Aosta/Vallée d'Aoste";65;861;928;1789
"02";"Valle d'Aosta/Vallée d'Aoste";66;785;828;1613
"02";"Valle d'Aosta/Vallée d'Aoste";67;773;814;1587
"02";"Valle d'Aosta/Vallée d'Aoste";68;773;786;1559
"02";"Valle d'Aosta/Vallée d'Aoste";69;700;847;1547
"02";"Valle d'Aosta/Vallée d'Aoste";70;697;791;1488
"02";"Valle d'Aosta/Vallée d'Aoste";71;738;747;1485
"02";"Valle d'Aosta/Vallée d'Aoste";72;680;720;1400
"02";"Valle d'Aosta/Vallée d'Aoste";73;662;722;1384
"02";"Valle d'Aosta/Vallée d'Aoste";74;666;734;1400
"02";"Valle d'Aosta/Vallée d'Aoste";75;642;763;1405
"02";"Valle d'Aosta/Vallée d'Aoste";76;669;777;1446
"02";"Valle d'Aosta/Vallée d'Aoste";77;652;696;1348
"02";"Valle d'Aosta/Vallée d'Aoste";78;572;661;1233
"02";"Valle d'Aosta/Vallée d'Aoste";79;394;531;925
"02";"Valle d'Aosta/Vallée d'Aoste";80;478;514;992
"02";"Valle d'Aosta/Vallée d'Aoste";81;470;538;1008
"02";"Valle d'Aosta/Vallée d'Aoste";82;433;532;965
"02";"Valle d'Aosta/Vallée d'Aoste";83;405;561;966
"02";"Valle d'Aosta/Vallée d'Aoste";84;380;557;937
"02";"Valle d'Aosta/Vallée d'Aoste";85;344;511;855
"02";"Valle d'Aosta/Vallée d'Aoste";86;314;488;802
"02";"Valle d'Aosta/Vallée d'Aoste";87;240;418;658
"02";"Valle d'Aosta/Vallée d'Aoste";88;198;333;531
"02";"Valle d'Aosta/Vallée d'Aoste";89;175;298;473
"02";"Valle d'Aosta/Vallée d'Aoste";90;128;283;411
"02";"Valle d'Aosta/Vallée d'Aoste";91;103;233;336
"02";"Valle d'Aosta/Vallée d'Aoste";92;81;197;278
"02";"Valle d'Aosta/Vallée d'Aoste";93;42;188;230
"02";"Valle d'Aosta/Vallée d'Aoste";94;44;148;192
"02";"Valle d'Aosta/Vallée d'Aoste";95;36;115;151
"02";"Valle d'Aosta/Vallée d'Aoste";96;25;88;113
"02";"Valle d'Aosta/Vallée d'Aoste";97;12;53;65
"02";"Valle d'Aosta/Vallée d'Aoste";98;6;43;49
"02";"Valle d'Aosta/Vallée d'Aoste";99;5;23;28
"02";"Valle d'Aosta/Vallée d'Aoste";100;5;32;37
"02";"Valle d'Aosta/Vallée d'Aoste";999;60285;62429;122714
"05";"Veneto";0;15538;14609;30147
"05";"Veneto";1;15781;14932;30713
"05";"Veneto";2;16616;15629;32245
"05";"Veneto";3;17199;16362;33561
"05";"Veneto";4;17630;16105;33735
"05";"Veneto";5;17878;16772;34650
"05";"Veneto";6;18906;17762;36668
"05";"Veneto";7;19694;18380;38074
"05";"Veneto";8;20226;18979;39205
"05";"Veneto";9;20755;19623;40378
"05";"Veneto";10;21327;20288;41615
"05";"Veneto";11;21950;20644;42594
"05";"Veneto";12;22974;21550;44524
"05";"Veneto";13;23230;22073;45303
"05";"Veneto";14;24155;22545;46700
"05";"Veneto";15;24539;22887;47426
"05";"Veneto";16;24990;23488;48478
"05";"Veneto";17;24702;23296;47998
"05";"Veneto";18;24863;23277;48140
"05";"Veneto";19;25139;23086;48225
"05";"Veneto";20;25734;23492;49226
"05";"Veneto";21;25202;23172;48374
"05";"Veneto";22;25207;22841;48048
"05";"Veneto";23;25438;22888;48326
"05";"Veneto";24;26455;24088;50543
"05";"Veneto";25;26315;24041;50356
"05";"Veneto";26;26935;24059;50994
"05";"Veneto";27;26652;24043;50695
"05";"Veneto";28;26504;23798;50302
"05";"Veneto";29;26363;23350;49713
"05";"Veneto";30;25961;23682;49643
"05";"Veneto";31;25855;24278;50133
"05";"Veneto";32;26994;24800;51794
"05";"Veneto";33;26467;25120;51587
"05";"Veneto";34;27091;25279;52370
"05";"Veneto";35;26516;25433;51949
"05";"Veneto";36;27092;26170;53262
"05";"Veneto";37;26283;25234;51517
"05";"Veneto";38;26049;25875;51924
"05";"Veneto";39;27321;26994;54315
"05";"Veneto";40;27300;27081;54381
"05";"Veneto";41;28028;27324;55352
"05";"Veneto";42;28532;28602;57134
"05";"Veneto";43;29329;28936;58265
"05";"Veneto";44;30447;29379;59826
"05";"Veneto";45;31206;31001;62207
"05";"Veneto";46;33273;33053;66326
"05";"Veneto";47;34152;34368;68520
"05";"Veneto";48;35980;35619;71599
"05";"Veneto";49;37640;37319;74959
"05";"Veneto";50;39914;39576;79490
"05";"Veneto";51;39718;39397;79115
"05";"Veneto";52;40434;39680;80114
"05";"Veneto";53;40639;40513;81152
"05";"Veneto";54;40670;40252;80922
"05";"Veneto";55;41685;41265;82950
"05";"Veneto";56;40775;41075;81850
"05";"Veneto";57;41122;41188;82310
"05";"Veneto";58;41314;41567;82881
"05";"Veneto";59;41266;41433;82699
"05";"Veneto";60;41089;42085;83174
"05";"Veneto";61;38482;39185;77667
"05";"Veneto";62;36781;37680;74461
"05";"Veneto";63;35581;36921;72502
"05";"Veneto";64;33569;34803;68372
"05";"Veneto";65;32955;34381;67336
"05";"Veneto";66;30596;32359;62955
"05";"Veneto";67;29709;31400;61109
"05";"Veneto";68;28745;31035;59780
"05";"Veneto";69;27440;29845;57285
"05";"Veneto";70;26906;29045;55951
"05";"Veneto";71;25763;28009;53772
"05";"Veneto";72;24885;27658;52543
"05";"Veneto";73;24445;26821;51266
"05";"Veneto";74;24645;28140;52785
"05";"Veneto";75;24202;27309;51511
"05";"Veneto";76;24248;28085;52333
"05";"Veneto";77;23001;27209;50210
"05";"Veneto";78;24307;29096;53403
"05";"Veneto";79;15931;19741;35672
"05";"Veneto";80;17904;22322;40226
"05";"Veneto";81;17309;22437;39746
"05";"Veneto";82;16038;21419;37457
"05";"Veneto";83;15190;20466;35656
"05";"Veneto";84;14913;21045;35958
"05";"Veneto";85;13894;19547;33441
"05";"Veneto";86;11684;18181;29865
"05";"Veneto";87;9646;15547;25193
"05";"Veneto";88;7666;13500;21166
"05";"Veneto";89;6792;12396;19188
"05";"Veneto";90;5630;10870;16500
"05";"Veneto";91;4043;8651;12694
"05";"Veneto";92;3180;7598;10778
"05";"Veneto";93;2453;6302;8755
"05";"Veneto";94;1778;5311;7089
"05";"Veneto";95;1199;3711;4910
"05";"Veneto";96;832;2924;3756
"05";"Veneto";97;601;2244;2845
"05";"Veneto";98;350;1524;1874
"05";"Veneto";99;221;1023;1244
"05";"Veneto";100;267;1654;1921
"05";"Veneto";999;2392820;2459031;4851851
"Nota: la distribuzione per stato civile non è disponibile."
